230 244
53 87 1
217 223 57
3 111 1
17 124 1
10 38 1
15 212 1
176 194 52
79 91 1
39 221 1
104 121 1
85 228 1
79 125 1
26 151 1
94 110 1
8 148 1
52 192 1
14 146 1
223 228 60
113 165 1
115 153 1
45 222 1
165 169 58
76 197 1
20 227 1
20 143 1
55 186 1
94 162 1
39 105 1
60 193 1
108 113 1
152 169 60
41 179 1
71 164 1
32 229 1
114 138 1
13 189 1
196 227 58
111 133 1
37 40 1
46 78 1
63 92 1
61 105 1
191 230 51
8 64 1
70 98 1
110 123 1
20 132 1
44 139 1
90 194 1
9 99 1
44 193 1
80 127 1
192 217 57
36 225 1
77 128 1
121 188 55
26 79 1
183 195 51
46 94 1
111 185 1
8 9 1
25 198 1
86 97 1
90 169 1
32 103 1
39 74 1
195 217 51
65 128 1
142 162 56
2 126 1
46 112 1
24 192 1
99 149 1
210 219 50
85 227 1
107 116 1
23 68 1
119 208 56
228 230 59
32 90 1
227 229 59
79 148 1
161 219 58
7 25 1
154 188 57
80 171 1
37 139 1
93 221 1
180 224 53
106 124 1
67 190 1
91 143 1
71 165 1
161 210 60
76 97 1
110 199 1
86 229 1
31 96 1
205 218 57
32 219 1
96 206 1
37 93 1
113 142 1
33 59 1
67 212 1
10 52 1
40 111 1
24 35 1
18 103 1
91 224 1
142 146 51
37 183 1
74 75 1
188 226 57
44 184 1
145 146 59
219 221 59
182 192 56
19 128 1
1 103 1
24 50 1
114 135 1
110 215 1
62 86 1
35 143 1
168 220 58
32 108 1
55 141 1
16 167 1
92 162 1
95 221 1
101 192 1
140 196 56
100 153 1
133 184 55
74 177 1
54 78 1
18 209 1
153 200 54
35 198 1
150 182 59
53 218 1
76 80 1
224 226 57
38 202 1
47 74 1
89 127 1
85 121 1
160 221 59
167 227 57
76 216 1
140 189 53
193 201 57
206 217 53
156 230 57
59 230 1
79 87 1
87 98 1
17 73 1
41 152 1
185 203 54
72 149 1
107 112 1
140 178 55
155 203 50
32 66 1
74 168 1
106 194 1
48 224 1
98 101 1
75 132 1
1 210 1
46 49 1
95 146 1
5 201 1
140 222 52
101 223 1
51 181 1
91 215 1
77 140 1
30 84 1
122 201 54
181 207 55
108 155 1
84 227 1
18 196 1
75 91 1
148 230 57
81 91 1
128 130 60
71 151 1
118 208 59
112 135 1
93 142 1
17 38 1
20 152 1
20 199 1
170 220 54
91 181 1
8 45 1
24 228 1
212 224 54
179 225 55
91 160 1
123 183 60
59 177 1
44 184 1
41 62 1
57 117 1
107 195 1
47 129 1
128 135 50
66 135 1
106 154 1
102 209 1
148 195 53
57 127 1
173 208 52
123 218 57
76 87 1
131 176 57
61 68 1
64 133 1
181 192 53
220 225 57
99 137 1
42 196 1
46 119 1
24 158 1
92 164 1
226 229 55
49 93 1
11 144 1
110 219 1
183 187 53
73 111 1
41 208 1
166 179 52
110 184 1
72 105 1
46 230 1
21 31 1
44 64 1
83 201 1
223
