274 261
53 130 1
82 238 1
133 242 1
100 157 1
124 247 1
136 193 1
100 182 1
215 222 58
45 109 1
114 130 1
131 211 1
39 48 1
112 138 1
31 150 1
164 233 59
245 267 58
130 261 1
11 199 1
1 271 1
211 264 57
18 29 1
219 253 52
44 235 1
129 205 1
137 160 1
155 226 54
206 272 58
105 270 1
116 258 1
50 207 1
269 270 58
260 269 56
54 212 1
11 203 1
18 131 1
70 152 1
214 273 56
125 243 1
85 180 1
119 183 1
53 266 1
109 237 1
271 274 52
66 163 1
179 235 53
101 198 1
118 241 1
6 212 1
127 222 1
60 238 1
102 219 1
88 257 1
174 259 57
26 230 1
187 190 60
61 94 1
47 113 1
211 250 56
27 260 1
132 173 1
24 81 1
109 214 1
102 155 1
24 199 1
95 156 1
83 161 1
86 236 1
271 273 57
130 259 1
67 110 1
204 254 51
70 221 1
103 144 1
101 201 1
127 245 1
244 272 50
4 56 1
7 88 1
48 137 1
93 219 1
265 271 52
35 63 1
85 245 1
212 225 55
105 201 1
50 105 1
156 241 56
28 44 1
60 190 1
87 204 1
163 186 59
78 143 1
76 126 1
99 263 1
78 266 1
90 216 1
165 224 58
18 177 1
129 177 1
50 234 1
246 268 50
141 198 60
25 124 1
9 144 1
101 249 1
129 238 1
69 145 1
7 149 1
160 196 58
111 186 1
48 198 1
101 191 1
49 61 1
202 227 60
86 183 1
60 199 1
106 108 1
230 243 55
44 184 1
123 170 1
31 170 1
29 35 1
123 246 1
25 192 1
20 198 1
71 117 1
75 111 1
214 248 50
117 217 1
263 274 54
9 18 1
120 206 1
17 129 1
122 265 1
73 148 1
96 174 1
86 246 1
17 23 1
50 84 1
45 220 1
132 155 1
197 205 58
14 50 1
59 273 1
121 214 1
88 97 1
127 246 1
93 130 1
90 172 1
84 199 1
52 211 1
56 241 1
9 190 1
110 272 1
1 157 1
17 29 1
72 137 1
78 231 1
17 213 1
91 146 1
180 206 54
128 187 1
157 208 52
21 155 1
24 85 1
88 182 1
106 107 1
122 151 1
80 243 1
38 80 1
114 161 1
93 122 1
41 84 1
9 162 1
61 76 1
46 52 1
255 266 52
131 246 1
179 217 50
251 255 60
63 219 1
46 155 1
258 270 54
6 109 1
217 243 51
30 178 1
27 220 1
2 99 1
72 114 1
85 197 1
212 230 59
1 53 1
35 39 1
19 42 1
171 192 58
15 109 1
231 243 59
17 188 1
253 269 53
44 273 1
230 243 58
36 100 1
233 246 51
213 255 57
19 53 1
40 214 1
32 240 1
111 135 1
99 196 1
144 234 58
76 137 1
177 198 59
110 139 1
57 159 1
31 82 1
257 264 59
133 263 1
129 230 1
124 243 1
44 155 1
193 221 51
116 177 1
29 64 1
120 253 1
57 142 1
86 263 1
12 274 1
54 169 1
94 156 1
120 141 1
52 272 1
241 245 54
194 221 52
13 151 1
100 178 1
53 60 1
8 30 1
97 253 1
34 135 1
244 261 50
21 190 1
103 264 1
229 234 57
50 249 1
118 263 1
82 122 1
18 213 1
66 136 1
46 235 1
133 242 1
51 62 1
128 266 1
105 256 1
80 214 1
111 136 1
108 175 1
118 264 1
236 267 59
143 191 51
96 162 1
17 172 1
223
