291 259
27 255 1
122 223 1
80 202 1
148 161 51
134 145 1
75 79 1
37 99 1
276 277 59
84 199 1
31 126 1
28 118 1
120 163 1
38 68 1
58 189 1
81 149 1
2 248 1
111 193 1
27 51 1
111 273 1
150 171 55
264 269 56
35 167 1
92 116 1
2 282 1
29 165 1
90 132 1
19 202 1
168 209 57
22 225 1
132 163 1
55 163 1
142 277 1
120 160 1
263 274 55
231 241 50
39 85 1
118 181 1
289 291 57
101 109 1
65 106 1
123 281 1
34 192 1
49 227 1
103 283 1
19 39 1
134 204 1
21 242 1
4 242 1
118 182 1
29 261 1
30 209 1
144 152 1
76 217 1
64 214 1
74 122 1
107 255 1
239 269 51
80 222 1
242 281 56
180 235 54
114 153 1
109 110 1
143 170 1
161 270 57
128 226 1
125 172 1
157 211 58
286 290 59
141 218 1
116 248 1
156 278 50
66 120 1
133 151 1
116 161 1
7 92 1
72 232 1
41 229 1
81 270 1
83 283 1
118 163 1
11 31 1
72 96 1
86 259 1
11 143 1
186 252 58
64 175 1
75 215 1
102 145 1
51 141 1
26 53 1
105 220 1
33 151 1
87 178 1
265 282 53
87 145 1
134 212 1
92 268 1
70 178 1
50 85 1
12 122 1
136 159 1
68 261 1
268 290 56
91 207 1
72 142 1
110 136 1
84 191 1
75 280 1
2 263 1
72 97 1
33 86 1
139 275 1
87 201 1
252 263 50
58 154 1
91 167 1
112 198 1
111 206 1
137 257 1
31 266 1
41 124 1
162 239 58
61 81 1
132 215 1
81 228 1
117 265 1
18 225 1
117 235 1
137 168 1
280 288 56
58 225 1
27 217 1
101 240 1
34 83 1
143 145 1
103 227 1
184 204 51
69 182 1
239 275 52
22 236 1
105 242 1
88 257 1
91 97 1
80 252 1
37 289 1
139 239 1
162 195 55
244 256 56
129 143 1
118 187 1
3 51 1
42 187 1
60 156 1
114 172 1
2 102 1
28 216 1
234 282 57
57 182 1
131 185 1
109 175 1
67 152 1
48 147 1
130 253 1
25 86 1
277 278 52
105 142 1
60 247 1
225 240 54
4 257 1
140 250 1
44 287 1
117 226 1
134 282 1
83 287 1
289 290 56
76 82 1
20 211 1
147 283 51
138 230 1
48 78 1
202 288 51
145 161 1
211 257 55
197 237 56
124 237 1
96 217 1
6 56 1
162 243 51
32 259 1
65 134 1
109 269 1
76 160 1
18 272 1
135 266 1
210 224 53
30 238 1
135 199 1
172 237 55
88 152 1
134 218 1
103 249 1
238 254 51
134 241 1
34 167 1
69 87 1
134 203 1
87 260 1
135 254 1
166 204 58
22 225 1
207 223 59
96 175 1
86 132 1
264 274 57
91 115 1
29 106 1
10 258 1
108 131 1
72 234 1
125 189 1
23 41 1
133 211 1
130 199 1
226 251 56
17 165 1
51 232 1
216 260 50
126 288 1
153 175 52
135 168 1
64 104 1
111 248 1
135 149 1
119 286 1
18 246 1
8 258 1
229 273 50
123 133 1
130 156 1
48 100 1
45 152 1
69 80 1
103 136 1
260 289 58
275 281 52
235 274 54
196 287 56
126 204 1
253 282 60
49 163 1
126 248 1
9 283 1
155 213 53
40 229 1
136 279 1
277 288 50
25 122 1
4 56 1
208 280 54
169
