1000 1000
1 1000 1
1 1000 1
987 1000 3
1 1000 1
852 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
957 1000 1
1 1000 1
987 1000 2
1 1000 1
1 1000 1
987 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
852 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 4
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
987 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
852 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
128 1000 1
957 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
987 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1000
