1000 1000
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
961 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
900 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 4
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
900 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
961 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 4
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
900 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
135 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
900 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
999 1000 4
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 2
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
999 1000 3
1 1000 1
1 1000 1
999 1000 4
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
135 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1 1000 1
1000
